"lon","lat"
-121.13,37
-121.13,37
NaN,NaN
-119.65,37
-119.65,36.998
-119.66,36.996
-119.67,36.993
-119.67,36.992
-119.68,36.991
-119.69,36.992
-119.69,36.995
-119.7,36.999
-119.69,37
NaN,NaN
-114,36.196
-114,36.196
-114.01,36.193
-114.01,36.19
-114.02,36.189
-114.03,36.189
-114.03,36.191
-114.04,36.191
-114.04,36.188
-114.05,36.185
-114.05,36.182
-114.06,36.176
-114.06,36.171
-114.06,36.165
-114.06,36.159
-114.06,36.153
-114.06,36.147
-114.07,36.142
-114.07,36.135
-114.07,36.129
-114.07,36.123
-114.08,36.122
-114.08,36.12
-114.08,36.114
-114.08,36.109
-114.08,36.104
-114.08,36.098
-114.08,36.093
-114.09,36.089
-114.09,36.084
-114.09,36.079
-114.09,36.074
-114.1,36.069
-114.1,36.063
-114.1,36.057
-114.1,36.052
-114.11,36.046
-114.11,36.041
-114.11,36.035
-114.11,36.029
-114.11,36.024
-114.11,36.018
-114.12,36.017
-114.12,36.018
-114.13,36.018
-114.14,36.018
-114.15,36.019
-114.16,36.018
-114.16,36.017
-114.17,36.017
-114.18,36.016
-114.18,36.016
-114.19,36.015
-114.2,36.014
-114.2,36.012
-114.2,36.013
-114.21,36.011
-114.22,36.009
-114.22,36.007
-114.23,36.006
-114.24,36.006
-114.24,36.009
-114.24,36.012
-114.25,36.015
-114.25,36.018
-114.26,36.021
-114.26,36.023
-114.27,36.025
-114.28,36.028
-114.28,36.031
-114.29,36.032
-114.29,36.034
-114.3,36.036
-114.31,36.038
-114.32,36.039
-114.32,36.041
-114.33,36.043
-114.33,36.048
-114.32,36.054
-114.32,36.059
-114.32,36.064
-114.32,36.07
-114.32,36.076
-114.32,36.082
-114.32,36.087
-114.32,36.093
-114.32,36.097
-114.33,36.102
-114.33,36.106
-114.33,36.11
-114.34,36.111
-114.35,36.114
-114.35,36.119
-114.35,36.125
-114.35,36.131
-114.35,36.136
-114.36,36.135
-114.36,36.131
-114.37,36.126
-114.37,36.123
-114.37,36.118
-114.38,36.114
-114.38,36.107
-114.37,36.102
-114.38,36.105
-114.38,36.108
-114.39,36.111
-114.4,36.113
-114.4,36.111
-114.4,36.105
-114.4,36.101
-114.4,36.097
-114.39,36.093
-114.39,36.089
-114.39,36.083
-114.39,36.078
-114.4,36.075
-114.41,36.076
-114.41,36.074
-114.42,36.071
-114.42,36.068
-114.43,36.062
-114.43,36.058
-114.43,36.054
-114.44,36.052
-114.44,36.051
-114.45,36.052
-114.45,36.056
-114.46,36.061
-114.46,36.067
-114.46,36.073
-114.46,36.079
-114.46,36.084
-114.46,36.089
-114.47,36.091
-114.47,36.092
-114.48,36.094
-114.49,36.096
-114.49,36.099
-114.49,36.104
-114.5,36.108
-114.5,36.113
-114.5,36.118
-114.5,36.123
-114.51,36.127
-114.51,36.13
-114.51,36.135
-114.52,36.138
-114.52,36.142
-114.53,36.146
-114.53,36.148
-114.54,36.151
-114.54,36.153
-114.55,36.153
-114.55,36.149
-114.56,36.146
-114.56,36.142
-114.57,36.14
-114.57,36.138
-114.58,36.137
-114.59,36.137
-114.59,36.139
-114.6,36.138
-114.61,36.138
-114.62,36.138
-114.62,36.136
-114.63,36.133
-114.63,36.129
-114.63,36.124
-114.64,36.119
-114.64,36.117
-114.65,36.116
-114.66,36.114
-114.66,36.109
-114.66,36.104
-114.66,36.098
-114.67,36.093
-114.67,36.091
-114.68,36.09
-114.68,36.088
-114.69,36.087
-114.7,36.084
-114.7,36.081
-114.71,36.078
-114.71,36.073
-114.71,36.068
-114.71,36.062
-114.71,36.057
-114.7,36.054
-114.7,36.05
-114.7,36.045
-114.7,36.04
-114.7,36.035
-114.7,36.032
-114.71,36.027
-114.71,36.023
-114.72,36.019
-114.72,36.017
-114.72,36.014
-114.73,36.011
-114.74,36.009
-114.74,36.012
-114.74,36.017
-114.74,36.022
-114.73,36.027
-114.73,36.031
-114.73,36.036
-114.73,36.04
-114.74,36.039
-114.74,36.037
-114.75,36.034
-114.75,36.031
-114.76,36.028
-114.76,36.027
-114.77,36.029
-114.78,36.031
-114.78,36.033
-114.79,36.036
-114.8,36.038
-114.8,36.041
-114.81,36.045
-114.81,36.048
-114.81,36.052
-114.81,36.058
-114.81,36.062
-114.81,36.066
-114.8,36.07
-114.8,36.076
-114.8,36.081
-114.81,36.086
-114.81,36.089
-114.81,36.093
-114.82,36.097
-114.82,36.1
-114.82,36.103
-114.83,36.107
