"lon","lat"
-118.58,35.304
-118.58,35.298
-118.59,35.292
NaN,NaN
-118.02,35.287
-118.03,35.284
-118.04,35.28
NaN,NaN
-118.57,35.291
-118.56,35.285
NaN,NaN
-118.57,35.291
-118.58,35.283
NaN,NaN
-119.38,35.295
-119.38,35.288
-119.38,35.285
NaN,NaN
-118.03,35.28
-118.03,35.279
-118.03,35.275
-118.04,35.268
NaN,NaN
-119.36,35.293
-119.36,35.288
-119.36,35.286
NaN,NaN
-119.34,35.289
-119.35,35.28
NaN,NaN
-118.61,35.281
-118.61,35.278
NaN,NaN
-118.04,35.269
-118.04,35.266
NaN,NaN
-118.6,35.277
-118.6,35.272
-118.6,35.272
NaN,NaN
-119.33,35.283
-119.34,35.279
NaN,NaN
-119.37,35.283
-119.37,35.279
NaN,NaN
-119.39,35.283
-119.4,35.277
-119.4,35.277
NaN,NaN
-118.66,35.276
-118.66,35.268
-118.66,35.262
-118.66,35.254
-118.66,35.25
NaN,NaN
-118.63,35.275
-118.63,35.268
-118.63,35.267
NaN,NaN
-118.01,35.265
-118.02,35.261
NaN,NaN
-118.05,35.264
-118.05,35.262
NaN,NaN
-119.36,35.277
-119.37,35.269
-119.37,35.267
NaN,NaN
-118.01,35.26
-118.03,35.251
NaN,NaN
-119.37,35.275
-119.38,35.275
NaN,NaN
-119.34,35.275
-119.35,35.271
NaN,NaN
-119.41,35.275
-119.42,35.273
-119.42,35.273
NaN,NaN
-118.06,35.258
-118.06,35.253
NaN,NaN
-119.38,35.272
-119.39,35.266
NaN,NaN
-118.03,35.255
-118.04,35.25
NaN,NaN
-118.61,35.263
-118.6,35.262
NaN,NaN
-118.62,35.255
-118.62,35.255
-118.62,35.25
NaN,NaN
-118.04,35.246
-118.06,35.231
-118.07,35.224
-118.08,35.212
-118.1,35.199
-118.11,35.191
-118.12,35.186
-118.13,35.18
-118.15,35.17
-118.16,35.166
-118.16,35.165
NaN,NaN
-118.66,35.25
-118.67,35.249
-118.67,35.245
-118.67,35.237
NaN,NaN
-118.65,35.247
-118.65,35.242
NaN,NaN
-118.05,35.233
-118.05,35.231
NaN,NaN
-118.67,35.237
-118.69,35.234
-118.69,35.23
-118.69,35.227
NaN,NaN
-118.67,35.237
-118.67,35.232
NaN,NaN
-118.06,35.223
-118.06,35.221
NaN,NaN
-118.69,35.227
-118.68,35.227
-118.68,35.225
-118.68,35.221
-118.68,35.216
NaN,NaN
-118.69,35.227
-118.7,35.223
-118.7,35.216
-118.7,35.214
NaN,NaN
-118.7,35.214
-118.7,35.214
NaN,NaN
-118.11,35.2
-118.11,35.197
NaN,NaN
-118.71,35.208
-118.72,35.205
NaN,NaN
-118.12,35.196
-118.12,35.193
NaN,NaN
-118.52,35.197
-118.51,35.193
NaN,NaN
-118.51,35.19
-118.5,35.184
NaN,NaN
-119.75,35.193
-119.74,35.188
NaN,NaN
-118.49,35.182
-118.48,35.176
NaN,NaN
-118.18,35.174
-118.18,35.169
NaN,NaN
-118.48,35.173
-118.47,35.168
-118.47,35.168
NaN,NaN
-119.74,35.183
-119.74,35.181
-119.73,35.178
NaN,NaN
-118.78,35.176
-118.79,35.163
NaN,NaN
-118.16,35.165
-118.17,35.164
NaN,NaN
-118.17,35.164
-118.17,35.163
NaN,NaN
-118.88,35.173
-118.87,35.167
-118.87,35.164
NaN,NaN
-118.89,35.172
-118.88,35.166
NaN,NaN
-118.17,35.163
-118.17,35.162
-118.17,35.161
NaN,NaN
-118.46,35.166
-118.45,35.16
NaN,NaN
-118.17,35.161
-118.17,35.161
NaN,NaN
-119.73,35.173
-119.71,35.163
-119.7,35.154
-119.68,35.138
-119.66,35.127
-119.63,35.1
-119.63,35.1
NaN,NaN
-118.17,35.159
-118.18,35.155
-118.18,35.155
NaN,NaN
-118.86,35.167
-118.86,35.162
NaN,NaN
-119.44,35.17
-119.44,35.168
NaN,NaN
-118.88,35.166
-118.88,35.165
NaN,NaN
-119.42,35.168
-119.42,35.166
NaN,NaN
-118.87,35.164
-118.87,35.163
-118.87,35.161
NaN,NaN
-118.87,35.164
-118.88,35.162
NaN,NaN
-118.89,35.163
-118.88,35.16
NaN,NaN
-118.45,35.157
-118.43,35.151
NaN,NaN
-119.42,35.166
-119.42,35.163
-119.42,35.163
NaN,NaN
-118.16,35.15
-118.18,35.142
-118.19,35.139
NaN,NaN
-118.89,35.156
-118.88,35.15
NaN,NaN
-118.21,35.148
-118.23,35.136
-118.24,35.132
-118.25,35.126
NaN,NaN
-118.9,35.155
-118.9,35.152
NaN,NaN
-118.8,35.154
-118.81,35.149
NaN,NaN
-118.43,35.148
-118.42,35.142
NaN,NaN
-118.89,35.147
-118.91,35.146
NaN,NaN
-119.69,35.152
-119.68,35.143
NaN,NaN
-118.44,35.14
-118.43,35.136
NaN,NaN
-118.79,35.144
-118.79,35.139
NaN,NaN
-118.22,35.136
-118.22,35.134
-118.23,35.131
-118.23,35.129
-118.25,35.117
-118.27,35.111
NaN,NaN
-118.22,35.136
-118.21,35.134
-118.21,35.134
NaN,NaN
-118.19,35.136
-118.2,35.135
NaN,NaN
-118.82,35.143
-118.84,35.131
NaN,NaN
-118.44,35.137
-118.43,35.132
NaN,NaN
-118.91,35.142
-118.91,35.137
NaN,NaN
-118.19,35.132
-118.2,35.131
NaN,NaN
-118.42,35.133
-118.41,35.129
NaN,NaN
-119.69,35.142
-119.68,35.133
-119.68,35.133
NaN,NaN
-118.9,35.136
-118.9,35.132
-118.91,35.131
NaN,NaN
-118.94,35.136
-118.95,35.131
-118.95,35.13
NaN,NaN
-118.42,35.129
-118.42,35.125
NaN,NaN
-118.82,35.133
-118.82,35.128
NaN,NaN
-118.8,35.132
-118.8,35.124
NaN,NaN
-118.96,35.133
-118.97,35.127
NaN,NaN
-118.93,35.13
-118.92,35.13
NaN,NaN
-119.65,35.132
-119.64,35.125
-119.64,35.119
-119.64,35.118
-119.63,35.116
-119.63,35.115
-119.62,35.108
-119.62,35.107
NaN,NaN
-119.01,35.127
-119.01,35.124
-119.02,35.119
NaN,NaN
-118.99,35.126
-118.99,35.122
NaN,NaN
-119,35.124
-119,35.121
NaN,NaN
-118.99,35.12
-118.99,35.119
-119,35.114
-119,35.113
NaN,NaN
-119.65,35.123
-119.64,35.12
NaN,NaN
-119.01,35.116
-119.01,35.112
NaN,NaN
-119,35.113
-119,35.112
NaN,NaN
-119,35.113
-118.99,35.111
-118.99,35.108
NaN,NaN
-119.1,35.111
-119.11,35.104
NaN,NaN
-118.95,35.108
-118.94,35.105
NaN,NaN
-119.63,35.108
-119.62,35.103
NaN,NaN
-118.31,35.094
-118.31,35.091
-118.32,35.088
-118.33,35.081
-118.37,35.061
-118.38,35.058
-118.38,35.055
NaN,NaN
-119.61,35.097
-119.6,35.095
NaN,NaN
-119.62,35.095
-119.61,35.083
-119.59,35.07
-119.56,35.048
-119.53,35.025
-119.52,35.014
-119.52,35.014
NaN,NaN
-119.61,35.094
-119.6,35.086
-119.6,35.083
NaN,NaN
-119.08,35.091
-119.09,35.087
NaN,NaN
-119.6,35.092
-119.59,35.087
NaN,NaN
-119.06,35.089
-119.06,35.085
-119.06,35.085
NaN,NaN
-119.07,35.087
-119.07,35.086
NaN,NaN
-119.6,35.089
-119.59,35.084
NaN,NaN
-119.09,35.086
-119.09,35.084
NaN,NaN
-119.05,35.084
-119.05,35.079
NaN,NaN
-119.08,35.083
-119.07,35.077
NaN,NaN
-119.06,35.08
-119.06,35.077
NaN,NaN
-119.09,35.078
-119.09,35.075
NaN,NaN
-119.03,35.076
-119.04,35.075
NaN,NaN
-119.59,35.077
-119.58,35.071
NaN,NaN
-119.58,35.076
-119.57,35.065
NaN,NaN
-119.05,35.071
-119.05,35.071
NaN,NaN
-119.04,35.07
-119.03,35.068
NaN,NaN
-119.06,35.069
-119.05,35.066
NaN,NaN
-119.58,35.064
-119.57,35.058
NaN,NaN
-119.56,35.056
-119.55,35.051
NaN,NaN
-119.58,35.054
-119.57,35.05
NaN,NaN
-119.56,35.054
-119.55,35.043
-119.55,35.042
NaN,NaN
-119.63,35.052
-119.62,35.046
NaN,NaN
-118.97,35.047
-118.98,35.043
NaN,NaN
-119.54,35.047
-119.54,35.036
-119.53,35.033
-119.52,35.025
-119.52,35.022
-119.51,35.018
NaN,NaN
-119.61,35.047
-119.61,35.043
NaN,NaN
-119.56,35.034
-119.55,35.028
-119.55,35.023
-119.55,35.023
-119.54,35.021
NaN,NaN
-119.01,35.021
-119.02,35.019
NaN,NaN
-118.45,35.009
-118.45,35.008
-118.46,35.003
-118.47,35
-118.47,34.998
NaN,NaN
-119.02,35.014
-119.03,35.012
NaN,NaN
-119.54,35.017
-119.53,35.011
NaN,NaN
-119.02,35.012
-119.02,35.01
NaN,NaN
-119,35.012
-119.01,35.009
NaN,NaN
-118.81,35.006
-118.82,34.999
-118.82,34.997
NaN,NaN
-119.51,35.011
-119.5,34.999
NaN,NaN
-119,35.008
-119.01,35.005
NaN,NaN
-119.02,35.006
-119.03,35.004
NaN,NaN
-119.52,35.008
-119.51,35.003
-119.51,35.001
NaN,NaN
-119.07,35.003
-119.08,35.002
-119.08,34.999
-119.08,34.999
NaN,NaN
-119.07,35.003
-119.07,35.001
-119.07,34.999
-119.07,34.997
NaN,NaN
-119.4,35.747
-119.4,35.748
NaN,NaN
-119.41,35.746
-119.41,35.747
NaN,NaN
-119.38,35.743
-119.38,35.745
NaN,NaN
-119.37,35.739
-119.37,35.74
NaN,NaN
-119.36,35.73
-119.36,35.731
NaN,NaN
-119.35,35.721
-119.35,35.722
NaN,NaN
-119.34,35.712
-119.34,35.714
NaN,NaN
-119.33,35.702
-119.33,35.703
NaN,NaN
-119.32,35.695
-119.32,35.696
NaN,NaN
-119.31,35.687
-119.31,35.688
NaN,NaN
-119.3,35.679
-119.3,35.68
NaN,NaN
-119.29,35.672
-119.29,35.673
NaN,NaN
-119.28,35.663
-119.28,35.664
NaN,NaN
-119.27,35.653
-119.27,35.654
NaN,NaN
-119.26,35.645
-119.26,35.646
NaN,NaN
-119.25,35.636
-119.25,35.637
NaN,NaN
-119.24,35.629
-119.24,35.63
NaN,NaN
-119.23,35.621
-119.23,35.622
NaN,NaN
-119.22,35.613
-119.22,35.614
NaN,NaN
-119.21,35.605
-119.21,35.605
NaN,NaN
-119.19,35.599
-119.19,35.599
NaN,NaN
-119.18,35.593
-119.18,35.594
NaN,NaN
-119.17,35.588
-119.17,35.589
NaN,NaN
-119.15,35.582
-119.15,35.583
NaN,NaN
-119.14,35.577
-119.14,35.578
NaN,NaN
-118.01,35.561
-118.01,35.562
NaN,NaN
-119.13,35.572
-119.13,35.573
NaN,NaN
-119.12,35.567
-119.11,35.568
NaN,NaN
-118.02,35.552
-118.02,35.553
NaN,NaN
-119.1,35.561
-119.1,35.562
NaN,NaN
-119.09,35.556
-119.09,35.557
NaN,NaN
-118.03,35.54
-118.03,35.541
NaN,NaN
-119.08,35.55
-119.08,35.551
NaN,NaN
-119.06,35.545
-119.06,35.546
NaN,NaN
-118.03,35.529
-118.03,35.53
NaN,NaN
-119.05,35.54
-119.05,35.541
NaN,NaN
-119.04,35.536
-119.04,35.537
NaN,NaN
-119,35.533
-119,35.535
NaN,NaN
-119.02,35.532
-119.02,35.533
NaN,NaN
-119.01,35.532
-119.01,35.533
NaN,NaN
-118.04,35.517
-118.04,35.518
NaN,NaN
-118.04,35.506
-118.04,35.507
NaN,NaN
-118.04,35.493
-118.04,35.494
NaN,NaN
-118.04,35.482
-118.04,35.483
NaN,NaN
-118.04,35.47
-118.04,35.471
NaN,NaN
-118.05,35.458
-118.04,35.459
NaN,NaN
-118.05,35.446
-118.05,35.447
NaN,NaN
-118.05,35.434
-118.05,35.435
NaN,NaN
-118.05,35.422
-118.05,35.423
NaN,NaN
-118.05,35.407
-118.05,35.407
NaN,NaN
-118.04,35.37
-118.04,35.371
NaN,NaN
-118.04,35.359
-118.04,35.36
NaN,NaN
-118.04,35.347
-118.04,35.348
NaN,NaN
-118.9,35.351
-118.89,35.352
NaN,NaN
-118.88,35.346
-118.88,35.347
NaN,NaN
-118.87,35.342
-118.87,35.343
NaN,NaN
-118.85,35.337
-118.85,35.338
NaN,NaN
-118.84,35.332
-118.84,35.333
NaN,NaN
-118.83,35.328
-118.83,35.329
NaN,NaN
-118.03,35.311
-118.03,35.312
NaN,NaN
-118.82,35.321
-118.82,35.322
NaN,NaN
-118.81,35.313
-118.81,35.314
NaN,NaN
-118.8,35.305
-118.8,35.306
NaN,NaN
-118.79,35.296
-118.79,35.297
NaN,NaN
-118.77,35.289
-118.77,35.29
NaN,NaN
-118.76,35.285
-118.76,35.286
NaN,NaN
-118.75,35.281
-118.74,35.282
NaN,NaN
-118.76,35.2
-118.76,35.201
NaN,NaN
-118.77,35.19
-118.77,35.191
NaN,NaN
-118.78,35.18
-118.77,35.181
NaN,NaN
-118.8,35.166
-118.8,35.167
NaN,NaN
-118.81,35.158
-118.81,35.16
NaN,NaN
-118.8,35.158
-118.8,35.159
NaN,NaN
-118.82,35.151
-118.82,35.152
NaN,NaN
-118.82,35.146
-118.82,35.147
NaN,NaN
-118.83,35.142
-118.83,35.143
NaN,NaN
-118.84,35.135
-118.84,35.136
NaN,NaN
-118.85,35.127
-118.85,35.128
NaN,NaN
-118.86,35.119
-118.86,35.12
NaN,NaN
-118.87,35.111
-118.87,35.112
NaN,NaN
-118.88,35.103
-118.88,35.104
NaN,NaN
-118.9,35.096
-118.9,35.097
NaN,NaN
-118.87,35.092
-118.87,35.093
NaN,NaN
-118.91,35.088
-118.91,35.089
NaN,NaN
-118.89,35.085
-118.89,35.086
NaN,NaN
-118.92,35.081
-118.92,35.082
NaN,NaN
-118.9,35.077
-118.9,35.078
NaN,NaN
-118.93,35.074
-118.93,35.075
NaN,NaN
-118.91,35.07
-118.91,35.071
NaN,NaN
-118.94,35.067
-118.94,35.068
NaN,NaN
-118.92,35.062
-118.92,35.063
NaN,NaN
-118.95,35.06
-118.95,35.061
NaN,NaN
-118.93,35.055
-118.93,35.056
NaN,NaN
-118.97,35.053
-118.97,35.054
NaN,NaN
-118.94,35.047
-118.94,35.048
NaN,NaN
-118.98,35.047
-118.98,35.048
NaN,NaN
-119,35.044
-119,35.045
NaN,NaN
-118.96,35.041
-118.96,35.042
NaN,NaN
-119.01,35.04
-119.01,35.041
NaN,NaN
-118.97,35.037
-118.97,35.038
NaN,NaN
-119.02,35.037
-119.02,35.038
NaN,NaN
-118.98,35.033
-118.98,35.034
NaN,NaN
-119,35.03
-119,35.031
NaN,NaN
-119.04,35.029
-119.04,35.03
NaN,NaN
-119.02,35.025
-119.02,35.026
NaN,NaN
-119.01,35.022
-119.01,35.023
NaN,NaN
-119,35.018
-118.99,35.019
NaN,NaN
-119.03,34.986
-119.04,34.993
-119.04,34.994
-119.04,34.997
-119.05,34.998
-119.05,34.999
-119.05,35.004
-119.06,35.005
-119.06,35.004
-119.07,35.003
-119.07,35.003
NaN,NaN
-119.07,34.997
-119.08,34.998
-119.08,34.999
NaN,NaN
-119.11,34.988
-119.11,34.99
-119.12,34.994
-119.12,34.994
-119.12,34.992
-119.13,34.989
NaN,NaN
-119.03,34.986
-119.03,34.987
NaN,NaN
-119.43,34.942
-119.42,34.942
-119.42,34.943
NaN,NaN
-119.41,34.936
-119.42,34.937
-119.42,34.937
NaN,NaN
-119.35,34.917
-119.36,34.917
NaN,NaN
-119.36,34.917
-119.37,34.922
-119.38,34.928
-119.39,34.931
-119.4,34.936
-119.4,34.936
NaN,NaN
-118.31,34.884
-118.34,34.886
NaN,NaN
-118.65,34.88
-118.66,34.877
-118.66,34.868
-118.67,34.862
-118.67,34.861
-118.68,34.856
-118.69,34.848
-118.69,34.846
NaN,NaN
-119.19,34.852
-119.2,34.852
-119.21,34.853
NaN,NaN
-119.03,34.829
-119.03,34.832
-119.04,34.833
-119.05,34.833
NaN,NaN
-118.97,34.82
-118.98,34.82
-118.98,34.821
NaN,NaN
-118.83,34.783
-118.84,34.788
-118.86,34.791
-118.86,34.791
NaN,NaN
-118.74,34.762
-118.73,34.762
NaN,NaN
-118.74,34.762
-118.74,34.762
-118.75,34.764
NaN,NaN
-118.67,34.748
-118.68,34.753
-118.69,34.757
-118.7,34.756
NaN,NaN
-118.7,34.756
-118.71,34.759
-118.71,34.761
NaN,NaN
-119.02,34.748
-119.02,34.749
NaN,NaN
-120.22,34.731
-120.22,34.731
-120.23,34.733
NaN,NaN
-119.16,34.724
-119.17,34.724
-119.18,34.723
NaN,NaN
-118.56,34.717
-118.56,34.718
-118.57,34.718
NaN,NaN
-118.57,34.718
-118.59,34.721
-118.62,34.732
-118.66,34.743
-118.67,34.748
NaN,NaN
-119.01,34.719
-119,34.721
NaN,NaN
-119.01,34.719
-119.01,34.719
-119.02,34.721
NaN,NaN
-120.19,34.715
-120.19,34.716
NaN,NaN
-119.91,34.668
-119.91,34.671
-119.92,34.672
-119.92,34.674
-119.93,34.679
-119.95,34.677
-119.95,34.675
NaN,NaN
-119.95,34.675
-119.96,34.678
-119.96,34.68
-119.97,34.682
-119.98,34.684
-119.98,34.69
-119.98,34.692
-119.99,34.694
-119.99,34.695
-120,34.696
-120,34.699
-120.01,34.701
-120.01,34.708
-120.02,34.713
-120.03,34.716
-120.03,34.724
-120.03,34.726
-120.06,34.737
-120.06,34.741
-120.06,34.748
-120.07,34.752
NaN,NaN
-119.41,34.667
-119.4,34.668
-119.36,34.671
-119.35,34.674
NaN,NaN
-119.36,34.645
-119.37,34.645
-119.39,34.646
NaN,NaN
-120.05,34.63
-120.05,34.633
-120.05,34.635
-120.05,34.635
-120.05,34.635
NaN,NaN
-119.97,34.617
-119.97,34.62
-119.97,34.62
-119.97,34.62
NaN,NaN
-119.97,34.617
-119.97,34.615
-119.97,34.614
NaN,NaN
-118.91,34.606
-118.91,34.606
-118.9,34.607
NaN,NaN
-118.75,34.601
-118.76,34.606
-118.77,34.613
-118.77,34.621
-118.77,34.622
NaN,NaN
-118.44,34.592
-118.45,34.593
-118.46,34.592
-118.47,34.591
-118.47,34.59
NaN,NaN
-118.37,34.589
-118.39,34.592
-118.41,34.592
NaN,NaN
-119.15,34.586
-119.15,34.586
-119.17,34.592
-119.18,34.593
-119.19,34.593
NaN,NaN
-119.12,34.571
-119.13,34.575
-119.14,34.58
-119.15,34.583
NaN,NaN
-119.85,34.546
-119.86,34.546
NaN,NaN
-118.06,34.511
-118.06,34.51
-118.06,34.513
NaN,NaN
-118.63,34.503
-118.64,34.504
-118.64,34.506
-118.65,34.513
-118.66,34.524
-118.68,34.537
-118.68,34.543
-118.7,34.56
-118.72,34.577
-118.73,34.585
-118.75,34.599
-118.75,34.601
NaN,NaN
-119.54,34.485
-119.56,34.486
-119.58,34.487
-119.59,34.489
-119.6,34.492
-119.62,34.493
NaN,NaN
-118.66,34.447
-118.68,34.447
-118.69,34.444
-118.71,34.438
-118.72,34.437
-118.73,34.437
NaN,NaN
-119.67,34.444
-119.69,34.445
-119.7,34.444
NaN,NaN
-119.8,34.438
-119.8,34.44
-119.8,34.442
-119.8,34.444
-119.8,34.443
NaN,NaN
-119.85,34.431
-119.84,34.434
-119.84,34.436
-119.85,34.436
NaN,NaN
-119.05,34.426
-119.05,34.427
NaN,NaN
-118.91,34.414
-118.91,34.416
NaN,NaN
-118.91,34.414
-118.91,34.415
-118.92,34.417
-118.92,34.418
NaN,NaN
-119.07,34.409
-119.07,34.409
-119.05,34.412
NaN,NaN
-118.51,34.405
-118.51,34.401
-118.5,34.402
NaN,NaN
-119.41,34.386
-119.43,34.388
-119.44,34.391
-119.46,34.4
-119.47,34.403
-119.47,34.404
-119.47,34.404
-119.48,34.403
NaN,NaN
-118.89,34.4
-118.89,34.402
NaN,NaN
-118.89,34.4
-118.9,34.401
-118.9,34.403
-118.9,34.405
-118.91,34.41
-118.91,34.414
NaN,NaN
-118.45,34.374
-118.45,34.375
-118.47,34.379
-118.47,34.38
NaN,NaN
-118.89,34.378
-118.89,34.378
-118.89,34.379
NaN,NaN
-119.48,34.381
-119.47,34.379
-119.47,34.379
NaN,NaN
-118.93,34.366
-118.93,34.369
NaN,NaN
-119.81,34.362
-119.82,34.363
-119.82,34.362
NaN,NaN
-118.97,34.354
-118.97,34.355
NaN,NaN
-119.01,34.353
-119.01,34.354
-119.01,34.354
-119.01,34.355
NaN,NaN
-119.59,34.355
-119.59,34.355
-119.6,34.355
NaN,NaN
-118.66,34.346
-118.67,34.347
-118.67,34.348
NaN,NaN
-118.65,34.344
-118.65,34.345
NaN,NaN
-118.65,34.344
-118.66,34.344
-118.66,34.346
NaN,NaN
-118.7,34.343
-118.7,34.343
-118.7,34.344
NaN,NaN
-118.7,34.343
-118.69,34.343
NaN,NaN
-118.64,34.34
-118.64,34.343
-118.64,34.345
NaN,NaN
-118.43,34.335
-118.45,34.334
-118.46,34.329
NaN,NaN
-118.34,34.334
-118.34,34.335
-118.34,34.335
-118.35,34.336
NaN,NaN
-118.29,34.322
-118.29,34.322
-118.28,34.32
-118.28,34.318
NaN,NaN
-119.61,34.336
-119.63,34.336
NaN,NaN
-118.62,34.325
-118.61,34.325
NaN,NaN
-118.59,34.313
-118.59,34.313
-118.59,34.314
NaN,NaN
-118.42,34.31
-118.41,34.31
NaN,NaN
-118.52,34.31
-118.52,34.31
-118.52,34.311
NaN,NaN
-118.67,34.309
-118.68,34.309
NaN,NaN
-118.41,34.298
-118.41,34.299
-118.42,34.3
-118.44,34.297
-118.45,34.292
-118.46,34.288
-118.46,34.287
NaN,NaN
-118.56,34.3
-118.56,34.302
-118.55,34.304
-118.54,34.304
NaN,NaN
-118.56,34.3
-118.56,34.301
-118.56,34.302
NaN,NaN
-119.11,34.293
-119.11,34.294
-119.12,34.294
NaN,NaN
-118.33,34.27
-118.33,34.271
-118.33,34.272
NaN,NaN
-119.19,34.251
-119.19,34.252
NaN,NaN
-118.28,34.234
-118.27,34.234
NaN,NaN
-120.47,34.233
-120.46,34.231
-120.46,34.232
NaN,NaN
-118.1,34.19
-118.11,34.193
-118.11,34.194
NaN,NaN
-118.04,34.176
-118.06,34.179
-118.08,34.182
-118.1,34.189
-118.1,34.188
NaN,NaN
-118.1,34.188
-118.1,34.19
NaN,NaN
-118.19,34.173
-118.19,34.173
NaN,NaN
-118.03,34.167
-118.03,34.168
NaN,NaN
-119.58,34.177
-119.57,34.177
NaN,NaN
-120.51,34.171
-120.52,34.171
-120.53,34.173
-120.53,34.173
NaN,NaN
-118.22,34.15
-118.22,34.153
-118.21,34.155
NaN,NaN
-118.22,34.15
-118.22,34.151
-118.22,34.151
NaN,NaN
-118.17,34.13
-118.18,34.134
-118.19,34.14
-118.2,34.143
-118.22,34.142
NaN,NaN
-120.52,34.149
-120.53,34.15
-120.53,34.149
NaN,NaN
-120.32,34.102
-120.32,34.102
-120.33,34.104
NaN,NaN
-120.04,34.089
-120.05,34.089
-120.05,34.091
-120.06,34.094
-120.06,34.094
NaN,NaN
-120.3,34.084
-120.32,34.085
-120.32,34.084
NaN,NaN
-120.03,34.082
-120.03,34.084
-120.03,34.084
-120.04,34.087
NaN,NaN
-120.05,34.057
-120.06,34.057
-120.07,34.056
NaN,NaN
-118.65,34.039
-118.66,34.04
-118.67,34.04
NaN,NaN
-118.02,33.987
-118.02,33.987
-118.02,33.991
-118.02,33.993
NaN,NaN
-118.35,33.989
-118.34,33.996
NaN,NaN
-119.04,33.992
-119.05,33.992
NaN,NaN
-119.66,33.992
-119.65,33.989
-119.65,33.989
-119.65,33.989
NaN,NaN
-118.35,33.977
-118.35,33.976
-118.35,33.977
NaN,NaN
-119.47,33.984
-119.49,33.984
NaN,NaN
-118.74,33.972
-118.74,33.972
-118.72,33.975
NaN,NaN
-120.18,33.978
-120.18,33.978
-120.19,33.979
NaN,NaN
-119.29,33.973
-119.3,33.973
-119.3,33.971
NaN,NaN
-119.48,33.968
-119.48,33.968
-119.48,33.97
-119.49,33.972
-119.49,33.972
NaN,NaN
-118.31,33.944
-118.31,33.944
-118.31,33.945
NaN,NaN
-119.43,33.947
-119.44,33.953
-119.44,33.953
NaN,NaN
-118.32,33.942
-118.33,33.942
-118.33,33.953
-118.33,33.957
-118.34,33.964
NaN,NaN
-119.68,33.904
-119.69,33.905
-119.69,33.904
NaN,NaN
-118.43,33.823
-118.43,33.829
-118.44,33.829
-118.44,33.828
NaN,NaN
-118.52,33.794
-118.52,33.799
-118.52,33.8
-118.52,33.799
NaN,NaN
-118.93,33.318
-118.93,33.318
-118.95,33.322
NaN,NaN
-118.22,33.253
-118.23,33.258
-118.23,33.257
NaN,NaN
-119.51,33.199
-119.52,33.199
NaN,NaN
-119.15,32.521
-119.14,32.515
-119.14,32.516
NaN,NaN
-119.09,34.996
-119.09,34.996
-119.08,34.999
NaN,NaN
-118.5,34.985
-118.49,34.985
-118.48,34.987
-118.47,34.99
-118.45,35.007
-118.45,35.009
NaN,NaN
-119.12,34.977
-119.11,34.975
-119.1,34.976
-119.1,34.977
-119.1,34.985
-119.09,34.995
-119.09,34.996
NaN,NaN
-119.03,34.986
-119.02,34.981
-119.02,34.98
-119.01,34.976
-119.01,34.974
-119.01,34.974
-119,34.972
-119,34.969
NaN,NaN
-119.15,34.968
-119.14,34.971
-119.13,34.978
-119.11,34.985
-119.11,34.988
NaN,NaN
-119.53,34.97
-119.52,34.97
-119.51,34.969
NaN,NaN
-119.45,34.959
-119.46,34.964
-119.46,34.964
-119.47,34.971
NaN,NaN
-119.28,34.937
-119.29,34.937
NaN,NaN
-118.93,34.933
-118.92,34.936
-118.91,34.94
NaN,NaN
-118.87,34.923
-118.87,34.925
-118.87,34.926
-118.86,34.928
-118.86,34.929
NaN,NaN
-118.31,34.884
-118.31,34.882
-118.31,34.88
-118.3,34.878
-118.3,34.878
-118.29,34.878
NaN,NaN
-119.65,34.868
-119.63,34.87
-119.61,34.87
-119.61,34.868
-119.61,34.867
NaN,NaN
-119.61,34.867
-119.6,34.867
-119.59,34.864
NaN,NaN
-119.14,34.854
-119.13,34.852
-119.12,34.851
-119.11,34.851
-119.11,34.85
NaN,NaN
-119.1,34.849
-119.11,34.851
-119.11,34.85
NaN,NaN
-119.11,34.85
-119.11,34.848
-119.12,34.847
-119.12,34.847
-119.13,34.846
NaN,NaN
-120.4,34.845
-120.4,34.843
-120.42,34.841
-120.43,34.838
-120.43,34.84
NaN,NaN
-119.01,34.823
-119.02,34.825
-119.03,34.824
-119.04,34.829
NaN,NaN
-118.98,34.822
-118.99,34.821
-118.99,34.82
-118.98,34.821
-118.98,34.821
NaN,NaN
-118.91,34.815
-118.91,34.815
-118.92,34.816
NaN,NaN
-118.94,34.759
-118.94,34.758
-118.93,34.757
-118.93,34.758
-118.93,34.763
-118.92,34.765
-118.92,34.767
NaN,NaN
-118.99,34.749
-118.99,34.751
-118.98,34.753
-118.97,34.758
-118.96,34.76
NaN,NaN
-118.69,34.748
-118.68,34.746
-118.68,34.745
-118.67,34.745
-118.67,34.746
-118.67,34.748
NaN,NaN
-118.94,34.731
-118.94,34.732
NaN,NaN
-118.9,34.729
-118.9,34.729
-118.89,34.73
NaN,NaN
-118.9,34.729
-118.91,34.727
-118.92,34.724
-118.92,34.724
-118.92,34.728
-118.93,34.729
-118.94,34.732
NaN,NaN
-119.18,34.722
-119.19,34.719
-119.2,34.719
-119.21,34.722
-119.21,34.724
-119.21,34.725
NaN,NaN
-118.96,34.717
-118.96,34.717
-118.95,34.722
-118.94,34.729
-118.94,34.731
NaN,NaN
-118.99,34.709
-118.98,34.709
-118.96,34.715
-118.96,34.715
-118.96,34.717
NaN,NaN
-119,34.705
-118.99,34.706
-118.99,34.707
-118.99,34.709
NaN,NaN
-119,34.705
-119,34.703
-119.01,34.7
-119.01,34.699
NaN,NaN
-119.35,34.674
